district,year,window_start,window_end,district_mm,district_mm_lag1,district_mm_lag2,district_first3d,district_first5d,district_max1d,district_max3d,district_p90,api_start
Firozpur,2024,2024-06-25,2024-07-05,5.667,13.958,2.673,1.117,1.819,1.77,2.653,1.182,10.152
Gurdaspur,2024,2024-06-25,2024-07-05,55.188,3.391,2.812,9.456,9.879,17.685,36.981,14.841,3.067
Hoshiarpur,2024,2024-06-25,2024-07-05,47.9,4.995,4.099,23.245,24.86,22.28,24.568,10.501,4.501
Jalandhar,2024,2024-06-25,2024-07-05,50.537,2.153,3.953,12.311,14.029,15.282,32.028,14.534,2.173
Kapurthala,2024,2024-06-25,2024-07-05,66.825,1.648,2.656,24.879,25.141,24.879,31.097,21.17,1.63
Ludhiana,2024,2024-06-25,2024-07-05,67.892,2.053,4.41,4.45,20.837,22.903,46.869,19.362,2.048
Mansa,2024,2024-06-25,2024-07-05,82.614,7.385,1.195,3.809,32.479,35.459,46.248,28.647,5.216
Moga,2024,2024-06-25,2024-07-05,42.613,4.735,2.247,13.823,14.525,24.531,26.55,14.894,3.532
Muktsar,2024,2024-06-25,2024-07-05,1.624,12.51,3.387,0.061,0.803,0.742,0.811,0.697,9.076
Patiala,2024,2024-06-25,2024-07-05,29.217,8.173,1.755,2.912,7.435,13.825,18.864,5.567,5.776
Rupnagar,2024,2024-06-25,2024-07-05,44.554,9.182,2.877,4.807,10.52,13.769,32.993,11.793,6.807
Sahibzada Ajit Singh Nagar,2024,2024-06-25,2024-07-05,44.422,4.848,4.752,5.984,7.911,19.892,31.381,8.393,4.0
Sangrur,2024,2024-06-25,2024-07-05,77.228,9.32,1.34,16.948,44.537,25.637,44.208,24.822,6.407
Shahid Bhagat Singh Nagar,2024,2024-06-25,2024-07-05,52.545,5.826,2.891,3.352,13.614,20.645,38.892,11.059,4.336
Tarn Taran,2024,2024-06-25,2024-07-05,42.951,1.218,2.766,6.495,6.505,17.322,23.796,12.262,1.37
Amritsar,2024,2024-07-05,2024-07-15,59.093,66.441,4.18,27.654,28.045,24.24,31.048,16.688,52.251
Barnala,2024,2024-07-05,2024-07-15,33.344,74.258,6.36,30.94,30.94,26.103,30.94,6.582,56.093
Bathinda,2024,2024-07-05,2024-07-15,39.165,38.452,5.231,36.782,36.782,21.212,36.782,10.338,33.32
Faridkot,2024,2024-07-05,2024-07-15,39.774,8.135,6.725,22.508,22.508,21.08,22.508,12.185,7.182
Fatehgarh Sahib,2024,2024-07-05,2024-07-15,17.317,34.329,3.277,13.368,16.422,11.472,16.422,3.896,27.384
Firozpur,2024,2024-07-05,2024-07-15,40.85,5.667,13.958,28.562,28.562,16.455,28.562,12.212,7.761
Gurdaspur,2024,2024-07-05,2024-07-15,48.675,55.188,3.391,30.457,37.873,27.269,30.457,9.331,45.829
Hoshiarpur,2024,2024-07-05,2024-07-15,36.884,47.9,4.995,29.985,33.375,29.281,30.517,5.421,34.192
Jalandhar,2024,2024-07-05,2024-07-15,25.96,50.537,2.153,14.869,15.26,14.279,14.869,8.225,40.582
Kapurthala,2024,2024-07-05,2024-07-15,45.389,66.825,1.648,28.054,29.097,27.101,28.054,13.128,49.651
Ludhiana,2024,2024-07-05,2024-07-15,12.235,67.892,2.053,8.835,8.84,5.096,8.835,3.867,55.333
Mansa,2024,2024-07-05,2024-07-15,32.632,82.614,7.385,30.151,30.181,17.786,30.151,12.589,66.72
Moga,2024,2024-07-05,2024-07-15,44.605,42.613,4.735,26.232,26.727,22.051,26.232,16.808,35.526
Muktsar,2024,2024-07-05,2024-07-15,52.005,1.624,12.51,43.746,43.746,31.289,43.746,14.309,4.384
Patiala,2024,2024-07-05,2024-07-15,20.249,29.217,8.173,15.8,18.397,14.549,17.146,2.784,26.103
Rupnagar,2024,2024-07-05,2024-07-15,22.486,44.554,9.182,12.797,19.679,7.268,13.168,5.794,37.578
Sahibzada Ajit Singh Nagar,2024,2024-07-05,2024-07-15,21.269,44.422,4.848,11.466,12.917,7.173,11.855,6.459,37.047
Sangrur,2024,2024-07-05,2024-07-15,11.168,77.228,9.32,6.169,6.221,3.412,6.169,2.763,55.888
Shahid Bhagat Singh Nagar,2024,2024-07-05,2024-07-15,16.453,52.545,5.826,12.677,15.669,9.827,12.905,2.487,44.117
Tarn Taran,2024,2024-07-05,2024-07-15,49.711,42.951,1.218,25.655,25.721,22.159,25.655,17.106,32.301
Amritsar,2024,2024-07-15,2024-07-25,15.103,59.093,66.441,0.0,1.39,11.534,13.222,2.384,56.368
Barnala,2024,2024-07-15,2024-07-25,0.747,33.344,74.258,0.0,0.23,0.517,0.517,0.259,36.206
Bathinda,2024,2024-07-15,2024-07-25,0.243,39.165,38.452,0.08,0.137,0.08,0.137,0.066,30.131
Faridkot,2024,2024-07-15,2024-07-25,0.425,39.774,8.135,0.0,0.425,0.425,0.425,0.042,27.211
Fatehgarh Sahib,2024,2024-07-15,2024-07-25,15.926,17.317,34.329,6.997,14.265,6.997,14.265,4.989,18.062
Firozpur,2024,2024-07-15,2024-07-25,7.432,40.85,5.667,0.0,0.127,6.503,7.23,1.297,26.437
Gurdaspur,2024,2024-07-15,2024-07-25,69.082,48.675,55.188,0.009,25.781,27.072,43.037,25.751,42.685
Hoshiarpur,2024,2024-07-15,2024-07-25,74.8,36.884,47.9,4.498,50.161,45.626,50.124,17.375,29.854
Jalandhar,2024,2024-07-15,2024-07-25,15.721,25.96,50.537,0.217,5.897,5.925,8.325,5.704,30.105
Kapurthala,2024,2024-07-15,2024-07-25,19.039,45.389,66.825,0.016,1.663,10.537,15.521,3.913,44.221
Ludhiana,2024,2024-07-15,2024-07-25,9.966,12.235,67.892,0.27,4.917,4.647,8.123,3.593,26.286
Mansa,2024,2024-07-15,2024-07-25,0.273,32.632,82.614,0.18,0.241,0.18,0.241,0.073,38.61
Moga,2024,2024-07-15,2024-07-25,9.929,44.605,42.613,0.0,1.576,7.407,8.352,2.159,40.109
Muktsar,2024,2024-07-15,2024-07-25,0.627,52.005,1.624,0.0,0.012,0.615,0.615,0.072,27.959
Patiala,2024,2024-07-15,2024-07-25,36.514,20.249,29.217,14.319,32.117,14.858,32.117,14.373,19.412
Rupnagar,2024,2024-07-15,2024-07-25,26.108,22.486,44.554,10.657,13.451,11.129,13.007,7.916,24.252
Sahibzada Ajit Singh Nagar,2024,2024-07-15,2024-07-25,32.123,21.269,44.422,8.073,15.903,12.668,20.498,8.532,24.928
Sangrur,2024,2024-07-15,2024-07-25,5.146,11.168,77.228,2.061,4.604,2.484,4.604,2.103,26.523
Shahid Bhagat Singh Nagar,2024,2024-07-15,2024-07-25,30.251,16.453,52.545,5.683,14.409,8.726,14.409,7.488,23.174
Tarn Taran,2024,2024-07-15,2024-07-25,7.48,49.711,42.951,0.0,0.172,5.765,7.224,1.529,43.327
Amritsar,2024,2024-07-25,2024-08-04,110.661,15.103,59.093,12.988,23.888,75.632,84.266,18.565,32.609
Barnala,2024,2024-07-25,2024-08-04,33.67,0.747,33.344,1.345,2.354,13.55,23.977,10.313,13.212
Bathinda,2024,2024-07-25,2024-08-04,29.111,0.243,39.165,0.639,0.799,9.88,24.609,9.104,10.674
Faridkot,2024,2024-07-25,2024-08-04,36.728,0.425,39.774,0.018,0.268,25.247,34.887,8.709,9.714
Fatehgarh Sahib,2024,2024-07-25,2024-08-04,52.65,15.926,17.317,22.661,23.341,23.732,27.413,15.735,14.854
Firozpur,2024,2024-07-25,2024-08-04,52.943,7.432,40.85,1.389,2.904,38.143,49.239,11.106,16.496
Gurdaspur,2024,2024-07-25,2024-08-04,104.999,69.082,48.675,15.722,40.003,48.734,58.616,17.633,65.594
Hoshiarpur,2024,2024-07-25,2024-08-04,84.467,74.8,36.884,9.559,52.141,26.135,44.051,17.416,57.849
Jalandhar,2024,2024-07-25,2024-08-04,51.978,15.721,25.96,10.737,29.762,9.909,22.311,9.195,22.116
Kapurthala,2024,2024-07-25,2024-08-04,88.624,19.039,45.389,13.002,59.51,25.869,46.987,21.162,31.475
Ludhiana,2024,2024-07-25,2024-08-04,32.28,9.966,12.235,13.728,14.455,9.798,14.887,8.252,15.476
Mansa,2024,2024-07-25,2024-08-04,16.006,0.273,32.632,1.14,1.201,8.834,13.279,4.206,13.61
Moga,2024,2024-07-25,2024-08-04,65.496,9.929,44.605,13.761,25.208,15.415,29.982,10.422,22.179
Muktsar,2024,2024-07-25,2024-08-04,47.424,0.627,52.005,0.362,0.362,39.568,45.142,7.928,10.37
Patiala,2024,2024-07-25,2024-08-04,68.649,36.514,20.249,19.339,21.028,39.262,43.929,15.489,26.855
Rupnagar,2024,2024-07-25,2024-08-04,71.47,26.108,22.486,37.514,53.208,21.939,37.514,14.504,25.163
Sahibzada Ajit Singh Nagar,2024,2024-07-25,2024-08-04,72.529,32.123,21.269,27.011,32.097,30.556,36.33,21.598,28.614
Sangrur,2024,2024-07-25,2024-08-04,25.192,5.146,11.168,6.129,6.158,13.081,17.289,5.558,12.053
Shahid Bhagat Singh Nagar,2024,2024-07-25,2024-08-04,34.222,30.251,16.453,16.092,26.274,7.658,16.092,7.11,27.83
Tarn Taran,2024,2024-07-25,2024-08-04,75.283,7.48,49.711,2.592,15.836,49.968,58.064,13.598,21.831
Amritsar,2024,2024-08-04,2024-08-14,58.594,110.661,15.103,2.395,7.236,36.945,45.553,10.543,94.12
Barnala,2024,2024-08-04,2024-08-14,34.888,33.67,0.747,1.047,1.272,30.334,33.616,5.509,33.056
Bathinda,2024,2024-08-04,2024-08-14,6.035,29.111,0.243,0.119,0.568,4.048,5.34,1.522,28.65
Faridkot,2024,2024-08-04,2024-08-14,9.968,36.728,0.425,0.0,4.29,5.141,5.678,4.375,35.632
Fatehgarh Sahib,2024,2024-08-04,2024-08-14,73.03,52.65,15.926,0.225,6.029,40.333,64.918,19.065,39.651
Firozpur,2024,2024-08-04,2024-08-14,13.237,52.943,7.432,2.148,7.111,4.963,5.599,4.127,51.59
Gurdaspur,2024,2024-08-04,2024-08-14,115.333,104.999,69.082,14.766,40.428,55.051,65.417,23.226,95.491
Hoshiarpur,2024,2024-08-04,2024-08-14,143.916,84.467,74.8,23.056,39.156,60.096,97.116,35.595,74.647
Jalandhar,2024,2024-08-04,2024-08-14,47.346,51.978,15.721,9.294,12.227,22.246,34.592,11.303,41.675
Kapurthala,2024,2024-08-04,2024-08-14,51.27,88.624,19.039,12.621,14.724,19.236,36.005,15.12,67.77
Ludhiana,2024,2024-08-04,2024-08-14,62.599,32.28,9.966,3.702,4.96,49.94,56.716,10.326,26.505
Mansa,2024,2024-08-04,2024-08-14,20.454,16.006,0.273,0.068,0.153,12.74,15.057,5.962,17.867
Moga,2024,2024-08-04,2024-08-14,28.252,65.496,9.929,8.629,12.586,11.317,15.666,6.407,53.245
Muktsar,2024,2024-08-04,2024-08-14,3.273,47.424,0.627,0.103,2.532,2.429,2.442,0.883,45.433
Patiala,2024,2024-08-04,2024-08-14,91.097,68.649,36.514,0.035,2.929,40.883,86.814,29.781,58.107
Rupnagar,2024,2024-08-04,2024-08-14,139.764,71.47,26.108,9.567,15.418,57.873,117.926,51.113,48.109
Sahibzada Ajit Singh Nagar,2024,2024-08-04,2024-08-14,102.603,72.529,32.123,0.209,15.37,51.383,86.007,28.838,58.238
Sangrur,2024,2024-08-04,2024-08-14,38.832,25.192,5.146,0.135,0.787,32.731,35.905,4.772,22.135
Shahid Bhagat Singh Nagar,2024,2024-08-04,2024-08-14,144.966,34.222,30.251,15.036,19.635,69.96,117.26,35.115,28.274
Tarn Taran,2024,2024-08-04,2024-08-14,32.487,75.283,7.48,1.432,1.704,15.425,29.003,13.594,65.356
Amritsar,2024,2024-08-14,2024-08-24,59.511,58.594,110.661,3.102,32.72,18.521,31.919,11.839,77.818
Barnala,2024,2024-08-14,2024-08-24,23.117,34.888,33.67,1.934,12.918,10.188,12.88,5.754,42.568
Bathinda,2024,2024-08-14,2024-08-24,17.021,6.035,29.111,1.114,8.192,6.901,7.549,4.599,15.313
Faridkot,2024,2024-08-14,2024-08-24,36.209,9.968,36.728,17.597,19.945,17.597,18.273,9.801,20.12
Fatehgarh Sahib,2024,2024-08-14,2024-08-24,20.942,73.03,52.65,9.483,11.432,5.145,9.483,4.085,74.665
Firozpur,2024,2024-08-14,2024-08-24,29.124,13.237,52.943,7.286,14.32,5.983,10.523,4.853,27.286
Gurdaspur,2024,2024-08-14,2024-08-24,80.827,115.333,104.999,25.782,36.46,19.619,43.522,16.934,113.726
Hoshiarpur,2024,2024-08-14,2024-08-24,65.721,143.916,84.467,16.931,43.499,20.425,36.689,11.241,132.761
Jalandhar,2024,2024-08-14,2024-08-24,46.462,47.346,51.978,17.022,27.243,10.264,19.105,9.042,50.759
Kapurthala,2024,2024-08-14,2024-08-24,58.443,51.27,88.624,28.116,38.357,12.967,28.116,12.492,61.329
Ludhiana,2024,2024-08-14,2024-08-24,27.956,62.599,32.28,4.659,6.832,15.04,19.015,5.081,62.318
Mansa,2024,2024-08-14,2024-08-24,24.997,20.454,16.006,3.566,13.057,9.435,12.987,5.465,23.406
Moga,2024,2024-08-14,2024-08-24,37.325,28.252,65.496,20.101,23.707,10.142,20.101,8.435,38.787
Muktsar,2024,2024-08-14,2024-08-24,32.84,3.273,47.424,6.586,8.137,11.95,22.55,10.723,17.983
Patiala,2024,2024-08-14,2024-08-24,36.062,91.097,68.649,12.386,15.97,8.28,16.853,8.131,94.79
Rupnagar,2024,2024-08-14,2024-08-24,74.743,139.764,71.47,19.586,44.63,18.992,44.036,17.378,130.614
Sahibzada Ajit Singh Nagar,2024,2024-08-14,2024-08-24,40.815,102.603,72.529,24.841,33.099,16.704,29.763,7.55,103.015
Sangrur,2024,2024-08-14,2024-08-24,52.837,38.832,25.192,13.591,23.403,21.403,26.173,12.058,41.876
Shahid Bhagat Singh Nagar,2024,2024-08-14,2024-08-24,51.609,144.966,34.222,20.352,33.547,17.778,27.131,10.763,126.133
Tarn Taran,2024,2024-08-14,2024-08-24,46.449,32.487,75.283,2.027,16.551,16.288,27.807,11.143,49.44
Amritsar,2024,2024-08-24,2024-09-03,77.8,59.511,58.594,1.072,17.656,49.027,74.511,17.833,66.859
Barnala,2024,2024-08-24,2024-09-03,68.229,23.117,34.888,1.313,42.455,21.035,57.683,20.2,29.979
Bathinda,2024,2024-08-24,2024-09-03,38.444,17.021,6.035,0.72,24.17,13.193,29.966,10.551,17.341
Faridkot,2024,2024-08-24,2024-09-03,21.833,36.209,9.968,0.55,12.549,10.54,19.824,7.148,30.526
Fatehgarh Sahib,2024,2024-08-24,2024-09-03,73.768,20.942,73.03,1.746,51.317,31.149,67.845,19.695,39.177
Firozpur,2024,2024-08-24,2024-09-03,27.851,29.124,13.237,0.148,10.927,8.513,19.274,7.698,28.816
Gurdaspur,2024,2024-08-24,2024-09-03,41.374,80.827,115.333,3.117,23.914,18.845,24.152,11.038,89.036
Hoshiarpur,2024,2024-08-24,2024-09-03,48.713,65.721,143.916,8.425,20.28,12.473,26.106,11.067,84.203
Jalandhar,2024,2024-08-24,2024-09-03,66.861,46.462,47.346,3.295,22.109,24.381,58.744,20.614,44.48
Kapurthala,2024,2024-08-24,2024-09-03,66.53,58.443,51.27,5.804,24.458,22.913,56.501,19.493,53.143
Ludhiana,2024,2024-08-24,2024-09-03,80.309,27.956,62.599,5.428,39.061,33.811,67.444,18.932,40.787
Mansa,2024,2024-08-24,2024-09-03,42.613,24.997,20.454,0.18,25.408,13.144,29.692,13.081,25.196
Moga,2024,2024-08-24,2024-09-03,71.778,37.325,28.252,1.597,27.609,25.224,64.698,21.0,33.924
Muktsar,2024,2024-08-24,2024-09-03,28.034,32.84,3.273,0.068,13.139,8.387,14.895,8.166,32.709
Patiala,2024,2024-08-24,2024-09-03,66.376,36.062,91.097,1.397,38.792,22.589,59.509,22.162,58.028
Rupnagar,2024,2024-08-24,2024-09-03,75.591,74.743,139.764,4.358,35.655,23.124,46.177,15.704,88.232
Sahibzada Ajit Singh Nagar,2024,2024-08-24,2024-09-03,89.212,40.815,102.603,9.744,62.073,28.379,71.208,24.393,57.662
Sangrur,2024,2024-08-24,2024-09-03,70.415,52.837,38.832,1.124,46.101,26.356,60.893,19.394,53.895
Shahid Bhagat Singh Nagar,2024,2024-08-24,2024-09-03,93.423,51.609,144.966,9.812,24.709,44.707,68.193,20.967,72.672
Tarn Taran,2024,2024-08-24,2024-09-03,96.613,46.449,32.487,0.991,20.669,59.507,94.428,22.586,50.715
Amritsar,2024,2024-09-03,2024-09-13,28.973,77.8,59.511,26.061,27.622,13.74,26.061,12.322,76.495
Barnala,2024,2024-09-03,2024-09-13,29.428,68.229,23.117,15.176,18.732,9.085,17.454,8.53,51.599
Bathinda,2024,2024-09-03,2024-09-13,15.648,38.444,17.021,9.996,10.619,9.219,9.996,5.082,29.558
Faridkot,2024,2024-09-03,2024-09-13,39.642,21.833,36.209,36.626,37.07,36.527,36.804,5.967,24.455
Fatehgarh Sahib,2024,2024-09-03,2024-09-13,63.961,73.768,20.942,33.339,43.47,21.773,33.339,13.851,56.994
Firozpur,2024,2024-09-03,2024-09-13,30.673,27.851,29.124,29.796,30.193,28.27,29.796,4.178,28.948
Gurdaspur,2024,2024-09-03,2024-09-13,30.724,41.374,80.827,12.709,18.489,10.766,12.709,9.731,57.005
Hoshiarpur,2024,2024-09-03,2024-09-13,53.766,48.713,65.721,14.433,35.231,18.67,30.684,10.448,60.186
Jalandhar,2024,2024-09-03,2024-09-13,28.554,66.861,46.462,16.184,26.086,14.747,22.409,7.896,58.617
Kapurthala,2024,2024-09-03,2024-09-13,28.106,66.53,58.443,17.023,27.655,13.703,24.511,10.489,61.135
Ludhiana,2024,2024-09-03,2024-09-13,56.161,80.309,27.956,24.478,39.286,20.363,27.282,13.105,62.898
Mansa,2024,2024-09-03,2024-09-13,10.786,42.613,24.997,5.097,5.273,5.017,5.097,3.69,35.371
Moga,2024,2024-09-03,2024-09-13,21.253,71.778,37.325,14.384,19.697,12.341,17.818,5.291,57.895
Muktsar,2024,2024-09-03,2024-09-13,41.933,28.034,32.84,41.24,41.24,39.734,41.24,5.329,30.078
Patiala,2024,2024-09-03,2024-09-13,65.918,66.376,36.062,48.637,51.753,34.384,48.637,16.261,60.3
Rupnagar,2024,2024-09-03,2024-09-13,127.676,75.591,74.743,48.786,84.149,41.322,64.294,39.692,81.198
Sahibzada Ajit Singh Nagar,2024,2024-09-03,2024-09-13,81.217,89.212,40.815,25.666,57.712,31.321,43.365,15.638,73.358
Sangrur,2024,2024-09-03,2024-09-13,42.021,70.415,52.837,28.805,34.198,15.684,33.292,13.377,60.906
Shahid Bhagat Singh Nagar,2024,2024-09-03,2024-09-13,85.264,93.423,51.609,28.74,51.708,25.097,41.541,21.95,85.848
Tarn Taran,2024,2024-09-03,2024-09-13,37.535,96.613,46.449,36.494,37.535,21.85,36.494,15.321,83.848
Amritsar,2024,2024-09-13,2024-09-23,0.423,28.973,77.8,0.376,0.376,0.36,0.376,0.075,39.37
Barnala,2024,2024-09-13,2024-09-23,8.657,29.428,68.229,8.63,8.63,6.682,8.63,1.574,36.205
Bathinda,2024,2024-09-13,2024-09-23,2.456,15.648,38.444,0.807,0.807,1.329,1.649,0.815,19.464
Faridkot,2024,2024-09-13,2024-09-23,4.135,39.642,21.833,0.0,0.0,2.781,4.135,1.497,26.85
Fatehgarh Sahib,2024,2024-09-13,2024-09-23,20.551,63.961,73.768,16.863,19.673,14.316,17.492,3.961,57.708
Firozpur,2024,2024-09-13,2024-09-23,4.273,30.673,27.851,0.262,0.262,3.315,4.011,0.931,23.503
Gurdaspur,2024,2024-09-13,2024-09-23,2.787,30.724,41.374,2.429,2.432,1.711,2.429,0.815,38.883
Hoshiarpur,2024,2024-09-13,2024-09-23,6.678,53.766,48.713,6.621,6.621,4.926,6.621,1.538,52.592
Jalandhar,2024,2024-09-13,2024-09-23,2.898,28.554,66.861,2.586,2.586,2.454,2.586,0.464,34.706
Kapurthala,2024,2024-09-13,2024-09-23,5.109,28.106,66.53,4.613,4.613,4.429,4.613,0.885,34.627
Ludhiana,2024,2024-09-13,2024-09-23,4.113,56.161,80.309,3.962,3.962,3.116,3.962,0.938,55.984
Mansa,2024,2024-09-13,2024-09-23,7.402,10.786,42.613,2.677,2.677,4.697,4.725,2.61,19.117
Moga,2024,2024-09-13,2024-09-23,5.196,21.253,71.778,4.049,4.049,3.143,4.049,0.963,30.631
Muktsar,2024,2024-09-13,2024-09-23,5.664,41.933,28.034,0.0,0.0,5.199,5.664,0.938,28.799
Patiala,2024,2024-09-13,2024-09-23,22.507,65.918,66.376,17.761,21.239,7.952,17.761,7.327,54.868
Rupnagar,2024,2024-09-13,2024-09-23,30.212,127.676,75.591,13.36,28.995,15.635,25.721,6.576,104.808
Sahibzada Ajit Singh Nagar,2024,2024-09-13,2024-09-23,37.509,81.217,89.212,27.1,33.936,15.557,27.171,7.708,75.883
Sangrur,2024,2024-09-13,2024-09-23,6.436,42.021,70.415,5.628,5.628,2.889,5.628,2.72,43.531
Shahid Bhagat Singh Nagar,2024,2024-09-13,2024-09-23,10.714,85.264,93.423,7.547,10.421,5.265,9.339,3.113,83.045
Tarn Taran,2024,2024-09-13,2024-09-23,0.336,37.535,96.613,0.294,0.294,0.281,0.294,0.059,44.875
Amritsar,2024,2024-09-23,2024-09-30,2.986,0.047,1.727,0.0,0.067,2.175,2.986,1.316,13.921
Barnala,2024,2024-09-23,2024-09-30,12.341,0.027,19.318,0.0,12.214,12.163,12.341,4.941,16.64
Bathinda,2024,2024-09-23,2024-09-30,1.379,1.649,5.636,0.0,1.379,1.379,1.379,0.552,8.478
Faridkot,2024,2024-09-23,2024-09-30,0.0,4.135,2.572,0.0,0.0,0.0,0.0,0.0,12.486
Fatehgarh Sahib,2024,2024-09-23,2024-09-30,46.616,3.688,36.02,0.0,37.758,26.403,46.616,17.374,30.105
Firozpur,2024,2024-09-23,2024-09-30,0.683,4.011,0.742,0.0,0.046,0.331,0.683,0.316,11.283
Gurdaspur,2024,2024-09-23,2024-09-30,8.885,0.358,14.351,0.0,6.092,5.155,8.761,3.663,14.822
Hoshiarpur,2024,2024-09-23,2024-09-30,38.497,0.057,18.687,0.0,29.862,28.529,38.492,16.59,21.209
Jalandhar,2024,2024-09-23,2024-09-30,4.56,0.312,4.209,0.0,1.892,1.57,3.326,1.368,13.428
Kapurthala,2024,2024-09-23,2024-09-30,3.635,0.496,5.028,0.0,0.895,1.414,3.496,1.361,14.378
Ludhiana,2024,2024-09-23,2024-09-30,10.129,0.151,20.837,0.0,4.814,5.013,9.827,4.366,21.49
Mansa,2024,2024-09-23,2024-09-30,0.077,4.725,6.224,0.0,0.028,0.049,0.077,0.036,11.632
Moga,2024,2024-09-23,2024-09-30,2.895,1.147,5.605,0.0,2.024,1.891,2.762,1.279,13.308
Muktsar,2024,2024-09-23,2024-09-30,0.11,5.664,0.693,0.0,0.0,0.096,0.11,0.047,14.208
Patiala,2024,2024-09-23,2024-09-30,31.33,4.746,23.146,0.0,23.14,11.611,31.33,11.562,29.593
Rupnagar,2024,2024-09-23,2024-09-30,31.803,16.852,56.597,0.0,7.74,24.063,31.803,12.76,51.49
Sahibzada Ajit Singh Nagar,2024,2024-09-23,2024-09-30,43.116,10.409,50.338,0.0,33.506,23.894,43.064,15.325,44.637
Sangrur,2024,2024-09-23,2024-09-30,1.216,0.808,10.412,0.0,0.059,1.157,1.216,0.49,18.096
Shahid Bhagat Singh Nagar,2024,2024-09-23,2024-09-30,20.442,3.167,40.078,0.0,2.922,17.52,20.442,8.632,33.979
Tarn Taran,2024,2024-09-23,2024-09-30,2.185,0.042,0.294,0.0,0.052,1.304,2.185,1.019,15.801
Amritsar,2025,2025-06-15,2025-06-25,19.256,0.45,3.226,0.271,0.352,15.854,18.757,3.722,2.981
Barnala,2025,2025-06-15,2025-06-25,37.331,0.362,20.886,31.465,33.427,29.446,31.465,5.376,9.84
Bathinda,2025,2025-06-15,2025-06-25,12.804,0.408,10.529,12.162,12.343,11.601,12.162,1.665,5.504
Faridkot,2025,2025-06-15,2025-06-25,5.508,0.0,23.123,5.508,5.508,5.507,5.508,0.552,9.463
Fatehgarh Sahib,2025,2025-06-15,2025-06-25,44.775,4.778,14.564,6.304,15.174,22.493,29.601,8.628,7.303
Firozpur,2025,2025-06-15,2025-06-25,4.006,1.392,17.585,3.305,3.525,2.213,3.305,1.192,7.7
Gurdaspur,2025,2025-06-15,2025-06-25,19.731,3.688,14.015,4.347,7.415,3.746,8.759,3.653,9.03
Hoshiarpur,2025,2025-06-15,2025-06-25,32.051,14.888,12.909,19.087,20.972,18.854,20.739,7.257,16.864
Jalandhar,2025,2025-06-15,2025-06-25,47.172,6.88,11.32,20.712,22.063,20.694,22.77,13.255,8.67
Kapurthala,2025,2025-06-15,2025-06-25,13.535,2.378,6.087,2.812,3.806,3.876,7.995,2.918,4.609
Ludhiana,2025,2025-06-15,2025-06-25,105.618,8.043,17.597,48.104,58.218,47.959,58.073,35.574,9.425
Mansa,2025,2025-06-15,2025-06-25,11.416,0.347,4.615,7.666,10.498,6.981,9.813,3.222,3.514
Moga,2025,2025-06-15,2025-06-25,19.376,0.283,25.753,12.445,14.039,12.256,13.85,3.772,11.346
Muktsar,2025,2025-06-15,2025-06-25,1.114,2.257,13.768,0.992,1.114,0.788,0.992,0.262,6.738
Patiala,2025,2025-06-15,2025-06-25,32.756,2.261,17.591,7.207,16.546,11.587,15.879,7.235,9.548
Rupnagar,2025,2025-06-15,2025-06-25,33.114,2.944,19.947,16.732,18.821,16.573,18.662,11.187,9.393
Sahibzada Ajit Singh Nagar,2025,2025-06-15,2025-06-25,18.084,1.566,19.337,3.372,7.104,4.791,8.523,3.773,8.841
Sangrur,2025,2025-06-15,2025-06-25,47.735,1.128,13.654,16.674,31.606,12.326,27.258,12.292,6.265
Shahid Bhagat Singh Nagar,2025,2025-06-15,2025-06-25,38.908,4.983,13.092,24.023,25.193,24.023,25.193,12.111,8.756
Tarn Taran,2025,2025-06-15,2025-06-25,4.879,0.093,2.742,0.239,0.302,3.398,4.575,1.199,2.019
Amritsar,2025,2025-06-25,2025-07-05,100.648,19.256,0.45,55.097,57.284,26.845,55.097,26.395,17.778
Barnala,2025,2025-06-25,2025-07-05,35.38,37.331,0.362,8.719,12.0,12.346,22.183,7.135,22.987
Bathinda,2025,2025-06-25,2025-07-05,51.077,12.804,0.408,30.549,31.782,29.677,30.91,18.517,8.212
Faridkot,2025,2025-06-25,2025-07-05,40.537,5.508,0.0,34.014,35.849,20.612,34.014,9.33,5.934
Fatehgarh Sahib,2025,2025-06-25,2025-07-05,61.663,44.775,4.778,15.031,36.646,19.263,35.354,13.273,39.313
Firozpur,2025,2025-06-25,2025-07-05,44.217,4.006,1.392,28.01,30.213,20.456,28.01,13.138,4.671
Gurdaspur,2025,2025-06-25,2025-07-05,87.89,19.731,3.688,30.012,39.143,22.494,41.294,17.712,17.525
Hoshiarpur,2025,2025-06-25,2025-07-05,129.644,32.051,14.888,21.844,50.892,33.365,66.902,24.475,25.867
Jalandhar,2025,2025-06-25,2025-07-05,65.986,47.172,6.88,14.657,28.108,15.553,39.955,12.596,36.979
Kapurthala,2025,2025-06-25,2025-07-05,75.026,13.535,2.378,21.163,39.752,16.06,40.456,15.098,11.557
Ludhiana,2025,2025-06-25,2025-07-05,46.398,105.618,8.043,6.822,19.4,11.679,32.467,11.155,77.918
Mansa,2025,2025-06-25,2025-07-05,22.344,11.416,0.347,12.799,14.162,12.67,14.033,7.445,7.225
Moga,2025,2025-06-25,2025-07-05,37.483,19.376,0.283,14.676,19.767,10.789,21.552,6.933,14.942
Muktsar,2025,2025-06-25,2025-07-05,47.353,1.114,2.257,29.095,31.54,24.657,29.095,16.697,2.817
