district,year,window_start,window_end,district_mm,district_mm_lag1,district_mm_lag2,district_first3d,district_first5d,district_max1d,district_max3d,district_p90,api_start
Moga,2020,2020-07-05,2020-07-15,71.712,8.335,10.24,18.462,27.246,32.525,44.445,18.867,9.048
Muktsar,2020,2020-07-05,2020-07-15,73.974,21.497,0.242,23.052,23.337,26.247,50.637,22.829,9.809
Patiala,2020,2020-07-05,2020-07-15,150.871,16.337,21.512,34.052,75.449,55.171,75.225,35.922,17.9
Rupnagar,2020,2020-07-05,2020-07-15,108.772,38.507,21.185,25.346,63.017,32.033,45.755,25.467,30.383
Sahibzada Ajit Singh Nagar,2020,2020-07-05,2020-07-15,112.586,24.908,41.029,35.701,68.19,35.465,44.125,31.154,29.887
Sangrur,2020,2020-07-05,2020-07-15,146.105,13.943,13.075,26.551,54.474,59.265,91.45,29.55,11.312
Shahid Bhagat Singh Nagar,2020,2020-07-05,2020-07-15,92.961,28.205,7.147,17.633,52.721,25.673,40.24,23.272,18.757
Tarn Taran,2020,2020-07-05,2020-07-15,53.716,11.83,5.61,6.591,13.44,26.64,40.276,13.837,10.154
Amritsar,2020,2020-07-15,2020-07-25,61.191,48.917,11.06,12.651,36.145,17.264,40.758,14.092,39.241
Barnala,2020,2020-07-15,2020-07-25,83.842,136.2,4.444,1.16,8.445,40.446,76.711,30.429,93.763
Bathinda,2020,2020-07-15,2020-07-25,108.822,71.587,18.397,0.174,3.625,56.675,103.24,37.461,47.566
Faridkot,2020,2020-07-15,2020-07-25,123.797,71.63,13.634,0.0,8.331,75.813,115.464,41.201,54.965
Fatehgarh Sahib,2020,2020-07-15,2020-07-25,24.446,124.021,40.752,11.372,13.378,11.372,11.372,5.652,88.536
Firozpur,2020,2020-07-15,2020-07-25,79.075,37.903,9.486,2.379,4.792,45.797,74.283,28.294,29.419
Gurdaspur,2020,2020-07-15,2020-07-25,47.912,46.834,15.811,10.868,42.267,19.32,34.598,12.803,34.171
Hoshiarpur,2020,2020-07-15,2020-07-25,39.161,57.526,27.296,14.85,27.102,13.939,21.536,10.458,42.519
Jalandhar,2020,2020-07-15,2020-07-25,40.981,64.102,22.568,13.004,17.177,12.356,26.055,11.532,47.524
Kapurthala,2020,2020-07-15,2020-07-25,56.103,60.069,22.611,21.275,30.52,17.782,30.991,16.093,46.814
Ludhiana,2020,2020-07-15,2020-07-25,37.392,124.009,21.017,2.597,19.401,14.652,31.14,12.846,84.829
Mansa,2020,2020-07-15,2020-07-25,87.065,80.862,4.559,0.035,0.644,44.986,77.463,20.163,51.565
Moga,2020,2020-07-15,2020-07-25,71.932,71.712,8.335,9.608,16.9,27.175,59.895,27.147,50.561
Muktsar,2020,2020-07-15,2020-07-25,135.168,73.974,21.497,0.0,4.702,91.413,130.282,39.702,55.839
Patiala,2020,2020-07-15,2020-07-25,46.672,150.871,16.337,11.184,16.117,15.002,30.086,14.155,101.938
Rupnagar,2020,2020-07-15,2020-07-25,58.71,108.772,38.507,14.729,17.894,30.262,41.992,15.469,75.899
Sahibzada Ajit Singh Nagar,2020,2020-07-15,2020-07-25,31.008,112.586,24.908,15.926,17.326,13.024,15.926,6.459,76.619
Sangrur,2020,2020-07-15,2020-07-25,63.33,146.105,13.943,1.791,2.394,34.588,58.568,17.192,102.595
Shahid Bhagat Singh Nagar,2020,2020-07-15,2020-07-25,30.777,92.961,28.205,6.47,10.041,12.381,22.627,7.768,63.42
Tarn Taran,2020,2020-07-15,2020-07-25,79.194,53.716,11.83,11.495,32.443,29.573,61.295,17.778,41.57
Amritsar,2020,2020-07-25,2020-08-04,41.474,61.191,48.917,13.594,13.902,13.04,24.315,13.032,49.129
Barnala,2020,2020-07-25,2020-08-04,45.163,83.842,136.2,0.0,0.0,21.895,35.613,14.531,90.71
Bathinda,2020,2020-07-25,2020-08-04,10.068,108.822,71.587,0.0,0.0,5.168,7.475,2.593,93.904
Faridkot,2020,2020-07-25,2020-08-04,15.852,123.797,71.63,0.145,0.282,13.72,14.669,2.226,105.23
Fatehgarh Sahib,2020,2020-07-25,2020-08-04,50.708,24.446,124.021,0.054,0.452,33.097,36.433,16.109,44.738
Firozpur,2020,2020-07-25,2020-08-04,13.017,79.075,37.903,0.722,2.788,6.561,9.516,3.108,64.952
Gurdaspur,2020,2020-07-25,2020-08-04,74.829,47.912,46.834,14.612,26.589,19.948,42.123,15.908,37.696
Hoshiarpur,2020,2020-07-25,2020-08-04,84.538,39.161,57.526,1.784,34.328,27.87,60.414,17.447,36.31
Jalandhar,2020,2020-07-25,2020-08-04,62.337,40.981,64.102,2.678,7.93,39.618,47.449,10.078,40.673
Kapurthala,2020,2020-07-25,2020-08-04,73.755,56.103,60.069,8.579,17.342,41.288,54.506,10.605,47.611
Ludhiana,2020,2020-07-25,2020-08-04,66.22,37.392,124.009,0.028,0.333,35.677,46.164,13.949,53.339
Mansa,2020,2020-07-25,2020-08-04,13.158,87.065,80.862,0.0,0.0,5.852,11.401,5.579,83.169
Moga,2020,2020-07-25,2020-08-04,47.806,71.932,71.712,4.063,9.118,25.181,33.443,9.127,63.983
Muktsar,2020,2020-07-25,2020-08-04,1.811,135.168,73.974,0.0,0.079,0.603,1.013,0.429,115.032
Patiala,2020,2020-07-25,2020-08-04,55.754,46.672,150.871,0.584,0.774,28.375,41.004,15.075,66.127
Rupnagar,2020,2020-07-25,2020-08-04,121.764,58.71,108.772,7.0,61.862,37.199,87.984,33.53,61.779
Sahibzada Ajit Singh Nagar,2020,2020-07-25,2020-08-04,56.536,31.008,112.586,6.668,8.969,30.333,38.515,11.18,44.36
Sangrur,2020,2020-07-25,2020-08-04,53.998,63.33,146.105,0.0,0.0,21.941,43.757,21.772,82.231
Shahid Bhagat Singh Nagar,2020,2020-07-25,2020-08-04,51.299,30.777,92.961,1.01,18.041,18.246,29.776,13.295,40.998
Tarn Taran,2020,2020-07-25,2020-08-04,52.435,79.194,53.716,12.061,15.69,18.613,32.329,11.58,63.267
Amritsar,2020,2020-08-04,2020-08-14,27.665,41.474,61.191,8.827,9.096,9.941,17.483,5.775,44.478
Barnala,2020,2020-08-04,2020-08-14,8.088,45.163,83.842,0.018,0.018,4.191,7.755,3.627,64.918
Bathinda,2020,2020-08-04,2020-08-14,14.762,10.068,108.822,1.509,1.509,8.305,12.791,4.868,40.218
Faridkot,2020,2020-08-04,2020-08-14,15.967,15.852,123.797,0.001,0.001,10.857,15.966,5.463,47.382
Fatehgarh Sahib,2020,2020-08-04,2020-08-14,99.405,50.708,24.446,6.295,6.639,39.995,90.665,31.839,52.511
Firozpur,2020,2020-08-04,2020-08-14,12.183,13.017,79.075,0.194,2.063,7.642,9.277,2.446,31.258
Gurdaspur,2020,2020-08-04,2020-08-14,60.901,74.829,47.912,9.638,13.382,17.134,38.298,14.173,62.828
Hoshiarpur,2020,2020-08-04,2020-08-14,114.423,84.538,39.161,5.569,7.553,31.183,83.329,29.143,68.636
Jalandhar,2020,2020-08-04,2020-08-14,50.089,62.337,40.981,6.513,13.945,13.192,26.276,8.503,56.551
Kapurthala,2020,2020-08-04,2020-08-14,64.234,73.755,56.103,5.181,18.281,19.627,39.493,13.753,64.201
Ludhiana,2020,2020-08-04,2020-08-14,52.398,66.22,37.392,8.194,8.354,16.063,34.148,12.916,68.509
Mansa,2020,2020-08-04,2020-08-14,7.753,13.158,87.065,0.754,0.754,5.559,6.943,1.73,38.563
Moga,2020,2020-08-04,2020-08-14,21.811,47.806,71.932,0.028,7.787,7.759,11.949,5.921,54.518
Muktsar,2020,2020-08-04,2020-08-14,22.947,1.811,135.168,1.502,1.502,15.26,21.445,7.066,41.543
Patiala,2020,2020-08-04,2020-08-14,74.316,55.754,46.672,7.832,8.311,25.412,57.985,17.961,63.869
Rupnagar,2020,2020-08-04,2020-08-14,167.401,121.764,58.71,13.739,13.753,50.252,104.054,49.36,101.405
Sahibzada Ajit Singh Nagar,2020,2020-08-04,2020-08-14,117.044,56.536,31.008,6.496,7.007,44.042,102.497,43.295,53.882
Sangrur,2020,2020-08-04,2020-08-14,15.622,53.998,63.33,0.613,0.613,8.682,13.194,3.03,68.425
Shahid Bhagat Singh Nagar,2020,2020-08-04,2020-08-14,99.935,51.299,30.777,9.58,9.69,38.158,68.88,26.051,51.021
Tarn Taran,2020,2020-08-04,2020-08-14,37.234,52.435,79.194,6.463,11.679,9.8,21.36,8.785,56.789
Amritsar,2020,2020-08-14,2020-08-24,61.612,27.665,41.474,5.354,6.622,46.025,54.841,12.127,33.508
Barnala,2020,2020-08-14,2020-08-24,30.865,8.088,45.163,0.0,1.954,12.669,25.373,10.942,29.812
Bathinda,2020,2020-08-14,2020-08-24,43.042,14.762,10.068,7.025,7.624,15.378,31.592,10.292,24.895
Faridkot,2020,2020-08-14,2020-08-24,50.208,15.967,15.852,10.209,10.855,14.066,39.352,13.865,29.022
Fatehgarh Sahib,2020,2020-08-14,2020-08-24,64.908,99.405,50.708,5.228,5.228,21.065,45.465,14.29,105.677
Firozpur,2020,2020-08-14,2020-08-24,54.977,12.183,13.017,7.987,12.372,18.679,41.007,17.438,20.307
Gurdaspur,2020,2020-08-14,2020-08-24,65.293,60.901,74.829,7.176,25.63,23.409,37.983,14.559,70.118
Hoshiarpur,2020,2020-08-14,2020-08-24,76.123,114.423,84.538,9.611,21.659,27.147,53.383,19.602,119.742
Jalandhar,2020,2020-08-14,2020-08-24,59.242,50.089,62.337,11.553,16.145,20.867,41.832,19.58,56.701
Kapurthala,2020,2020-08-14,2020-08-24,65.074,64.234,73.755,19.371,29.194,17.468,35.815,16.382,69.771
Ludhiana,2020,2020-08-14,2020-08-24,38.418,52.398,66.22,2.595,2.655,12.946,27.555,8.243,66.232
Mansa,2020,2020-08-14,2020-08-24,50.683,7.753,13.158,0.021,10.036,19.415,40.856,12.225,19.388
Moga,2020,2020-08-14,2020-08-24,38.406,21.811,47.806,10.892,18.779,10.616,18.813,8.644,35.595
Muktsar,2020,2020-08-14,2020-08-24,43.944,22.947,1.811,8.531,10.0,20.142,33.025,11.9,32.071
Patiala,2020,2020-08-14,2020-08-24,51.214,74.316,55.754,6.174,9.083,14.407,33.908,10.319,83.297
Rupnagar,2020,2020-08-14,2020-08-24,119.453,167.401,121.764,11.726,18.484,45.426,91.527,27.191,175.305
Sahibzada Ajit Singh Nagar,2020,2020-08-14,2020-08-24,136.567,117.044,56.536,33.009,43.169,31.012,69.381,22.757,122.732
Sangrur,2020,2020-08-14,2020-08-24,44.893,15.622,53.998,0.205,4.26,18.233,38.612,16.515,36.011
Shahid Bhagat Singh Nagar,2020,2020-08-14,2020-08-24,59.845,99.935,51.299,10.372,13.752,22.145,45.189,13.122,101.388
Tarn Taran,2020,2020-08-14,2020-08-24,57.891,37.234,52.435,9.955,15.606,32.276,42.285,11.841,46.002
Amritsar,2020,2020-08-24,2020-09-03,61.648,61.612,27.665,0.603,52.1,47.885,54.372,10.794,55.295
Barnala,2020,2020-08-24,2020-09-03,39.123,30.865,8.088,0.109,8.058,30.867,38.816,10.241,32.571
Bathinda,2020,2020-08-24,2020-09-03,26.169,43.042,14.762,0.068,8.081,14.494,22.507,8.661,39.487
Faridkot,2020,2020-08-24,2020-09-03,51.749,50.208,15.967,0.0,41.36,41.36,49.126,11.125,46.671
Fatehgarh Sahib,2020,2020-08-24,2020-09-03,11.595,64.908,99.405,0.157,8.749,8.592,10.434,2.517,90.232
Firozpur,2020,2020-08-24,2020-09-03,47.553,54.977,12.183,2.857,32.499,25.644,40.776,12.585,45.861
Gurdaspur,2020,2020-08-24,2020-09-03,99.582,65.293,60.901,20.309,80.951,34.674,68.64,26.839,67.712
Hoshiarpur,2020,2020-08-24,2020-09-03,37.089,76.123,114.423,3.691,22.523,12.978,21.092,12.079,94.709
Jalandhar,2020,2020-08-24,2020-09-03,33.644,59.242,50.089,6.794,27.956,10.905,26.117,10.322,60.059
Kapurthala,2020,2020-08-24,2020-09-03,57.177,65.074,64.234,15.203,49.371,20.821,45.475,14.094,65.22
Ludhiana,2020,2020-08-24,2020-09-03,15.469,38.418,52.398,0.156,14.389,14.051,14.834,1.946,52.642
Mansa,2020,2020-08-24,2020-09-03,25.859,50.683,7.753,0.25,13.325,13.075,23.704,10.874,42.477
Moga,2020,2020-08-24,2020-09-03,50.176,38.406,21.811,11.299,43.152,17.667,39.955,14.534,36.311
Muktsar,2020,2020-08-24,2020-09-03,36.398,43.944,22.947,0.0,17.284,17.18,30.998,14.061,41.99
Patiala,2020,2020-08-24,2020-09-03,25.365,51.214,74.316,0.351,17.399,17.047,24.779,8.528,67.876
Rupnagar,2020,2020-08-24,2020-09-03,23.042,119.453,167.401,4.229,14.0,5.759,12.683,5.611,152.205
Sahibzada Ajit Singh Nagar,2020,2020-08-24,2020-09-03,14.222,136.567,117.044,2.225,8.921,6.099,9.433,3.073,143.085
Sangrur,2020,2020-08-24,2020-09-03,14.052,44.893,15.622,0.52,7.234,6.714,13.274,6.335,44.331
Shahid Bhagat Singh Nagar,2020,2020-08-24,2020-09-03,7.244,59.845,99.935,1.048,3.607,2.507,3.511,2.238,78.816
Tarn Taran,2020,2020-08-24,2020-09-03,65.635,57.891,37.234,8.321,58.137,39.574,55.942,13.175,54.861
Amritsar,2020,2020-09-03,2020-09-13,27.138,61.648,61.612,23.721,25.799,12.494,23.721,11.354,57.05
Barnala,2020,2020-09-03,2020-09-13,8.888,39.123,30.865,5.552,8.888,5.214,8.771,3.418,36.505
Bathinda,2020,2020-09-03,2020-09-13,23.468,26.169,43.042,20.734,23.468,18.753,23.396,4.271,30.97
Faridkot,2020,2020-09-03,2020-09-13,61.119,51.749,50.208,56.598,61.119,52.08,61.119,9.277,47.956
Fatehgarh Sahib,2020,2020-09-03,2020-09-13,5.397,11.595,64.908,5.259,5.259,5.121,5.259,0.636,38.618
Firozpur,2020,2020-09-03,2020-09-13,36.545,47.553,54.977,34.264,36.527,29.521,36.483,7.221,45.3
Gurdaspur,2020,2020-09-03,2020-09-13,19.137,99.582,65.293,14.328,19.101,9.292,14.335,5.462,81.991
Hoshiarpur,2020,2020-09-03,2020-09-13,18.222,37.089,76.123,17.417,18.214,10.573,17.417,4.28,56.867
Jalandhar,2020,2020-09-03,2020-09-13,22.732,33.644,59.242,20.156,21.824,17.379,20.428,4.207,40.473
Kapurthala,2020,2020-09-03,2020-09-13,39.273,57.177,65.074,28.995,35.166,22.244,28.995,8.298,54.733
Ludhiana,2020,2020-09-03,2020-09-13,13.619,15.469,38.418,13.118,13.527,12.664,13.527,1.675,27.605
Mansa,2020,2020-09-03,2020-09-13,17.308,25.859,50.683,8.445,17.308,8.685,17.13,6.116,31.164
Moga,2020,2020-09-03,2020-09-13,26.937,50.176,38.406,23.535,26.937,21.04,26.937,5.166,40.679
Muktsar,2020,2020-09-03,2020-09-13,45.678,36.398,43.944,44.113,45.678,41.245,45.444,6.706,38.394
Patiala,2020,2020-09-03,2020-09-13,5.323,25.365,51.214,3.056,5.226,2.73,4.929,1.959,39.147
Rupnagar,2020,2020-09-03,2020-09-13,30.004,23.042,119.453,27.777,30.004,24.082,28.429,5.436,67.849
Sahibzada Ajit Singh Nagar,2020,2020-09-03,2020-09-13,10.443,14.222,136.567,6.237,10.436,6.237,8.839,2.965,58.712
Sangrur,2020,2020-09-03,2020-09-13,9.081,14.052,44.893,1.023,8.951,7.371,8.394,1.633,24.155
Shahid Bhagat Singh Nagar,2020,2020-09-03,2020-09-13,12.167,7.244,59.845,11.678,12.167,9.805,11.692,2.249,32.475
Tarn Taran,2020,2020-09-03,2020-09-13,30.638,65.635,57.891,27.468,29.373,17.163,27.475,10.991,57.371
Amritsar,2020,2020-09-13,2020-09-23,0.0,27.138,61.648,0.0,0.0,0.0,0.0,0.0,33.134
Barnala,2020,2020-09-13,2020-09-23,0.0,8.888,39.123,0.0,0.0,0.0,0.0,0.0,16.915
Bathinda,2020,2020-09-13,2020-09-23,0.0,23.468,26.169,0.0,0.0,0.0,0.0,0.0,21.276
Faridkot,2020,2020-09-13,2020-09-23,0.0,61.119,51.749,0.0,0.0,0.0,0.0,0.0,43.703
Fatehgarh Sahib,2020,2020-09-13,2020-09-23,0.0,5.397,11.595,0.0,0.0,0.0,0.0,0.0,15.859
Firozpur,2020,2020-09-13,2020-09-23,0.138,36.545,47.553,0.0,0.0,0.138,0.138,0.014,31.993
Gurdaspur,2020,2020-09-13,2020-09-23,0.0,19.137,99.582,0.0,0.0,0.0,0.0,0.0,37.85
Hoshiarpur,2020,2020-09-13,2020-09-23,0.0,18.222,37.089,0.0,0.0,0.0,0.0,0.0,27.819
Jalandhar,2020,2020-09-13,2020-09-23,0.0,22.732,33.644,0.0,0.0,0.0,0.0,0.0,24.702
Kapurthala,2020,2020-09-13,2020-09-23,0.0,39.273,57.177,0.0,0.0,0.0,0.0,0.0,39.228
Ludhiana,2020,2020-09-13,2020-09-23,0.0,13.619,15.469,0.0,0.0,0.0,0.0,0.0,15.594
Mansa,2020,2020-09-13,2020-09-23,0.0,17.308,25.859,0.0,0.0,0.0,0.0,0.0,19.347
Moga,2020,2020-09-13,2020-09-23,0.0,26.937,50.176,0.0,0.0,0.0,0.0,0.0,26.242
Muktsar,2020,2020-09-13,2020-09-23,0.0,45.678,36.398,0.0,0.0,0.0,0.0,0.0,33.359
Patiala,2020,2020-09-13,2020-09-23,0.0,5.323,25.365,0.0,0.0,0.0,0.0,0.0,16.238
Rupnagar,2020,2020-09-13,2020-09-23,0.0,30.004,23.042,0.0,0.0,0.0,0.0,0.0,37.018
Sahibzada Ajit Singh Nagar,2020,2020-09-13,2020-09-23,0.0,10.443,14.222,0.0,0.0,0.0,0.0,0.0,25.487
Sangrur,2020,2020-09-13,2020-09-23,0.0,9.081,14.052,0.0,0.0,0.0,0.0,0.0,13.227
Shahid Bhagat Singh Nagar,2020,2020-09-13,2020-09-23,0.0,12.167,7.244,0.0,0.0,0.0,0.0,0.0,16.658
Tarn Taran,2020,2020-09-13,2020-09-23,0.0,30.638,65.635,0.0,0.0,0.0,0.0,0.0,34.584
Amritsar,2020,2020-09-23,2020-09-30,0.0,0.0,1.339,0.0,0.0,0.0,0.0,0.0,11.553
Barnala,2020,2020-09-23,2020-09-30,0.138,0.0,0.0,0.138,0.138,0.138,0.138,0.055,5.898
Bathinda,2020,2020-09-23,2020-09-30,0.031,0.0,0.0,0.0,0.031,0.031,0.031,0.012,7.418
Faridkot,2020,2020-09-23,2020-09-30,0.477,0.0,0.0,0.0,0.477,0.477,0.477,0.191,15.238
Fatehgarh Sahib,2020,2020-09-23,2020-09-30,5.404,0.0,0.138,5.404,5.404,3.713,5.404,2.5,5.53
Firozpur,2020,2020-09-23,2020-09-30,1.525,0.138,0.018,0.0,1.525,1.09,1.525,0.697,11.267
Gurdaspur,2020,2020-09-23,2020-09-30,0.051,0.0,0.036,0.003,0.051,0.048,0.048,0.021,13.198
Hoshiarpur,2020,2020-09-23,2020-09-30,0.084,0.0,0.008,0.084,0.084,0.084,0.084,0.034,9.7
Jalandhar,2020,2020-09-23,2020-09-30,0.0,0.0,0.908,0.0,0.0,0.0,0.0,0.0,8.613
Kapurthala,2020,2020-09-23,2020-09-30,0.0,0.0,4.107,0.0,0.0,0.0,0.0,0.0,13.678
Ludhiana,2020,2020-09-23,2020-09-30,0.752,0.0,0.092,0.752,0.752,0.752,0.752,0.301,5.437
Mansa,2020,2020-09-23,2020-09-30,0.348,0.0,0.0,0.348,0.348,0.261,0.348,0.157,6.746
Moga,2020,2020-09-23,2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15
Muktsar,2020,2020-09-23,2020-09-30,1.273,0.0,0.0,0.0,1.273,1.244,1.273,0.515,11.632
Patiala,2020,2020-09-23,2020-09-30,0.653,0.0,0.097,0.653,0.653,0.261,0.653,0.232,5.662
Rupnagar,2020,2020-09-23,2020-09-30,4.93,0.0,0.0,4.848,4.93,3.344,4.848,2.224,12.907
Sahibzada Ajit Singh Nagar,2020,2020-09-23,2020-09-30,8.697,0.0,0.0,8.587,8.697,5.627,8.587,3.574,8.887
Sangrur,2020,2020-09-23,2020-09-30,0.148,0.0,0.13,0.148,0.148,0.148,0.148,0.059,4.612
Shahid Bhagat Singh Nagar,2020,2020-09-23,2020-09-30,1.327,0.0,0.0,1.327,1.327,1.032,1.327,0.59,5.808
Tarn Taran,2020,2020-09-23,2020-09-30,0.0,0.0,1.265,0.0,0.0,0.0,0.0,0.0,12.059
Amritsar,2021,2021-06-15,2021-06-25,2.25,16.526,16.577,1.273,1.273,0.682,1.273,0.6,19.906
Barnala,2021,2021-06-15,2021-06-25,3.542,12.885,8.451,3.458,3.458,3.458,3.458,0.42,11.67
Bathinda,2021,2021-06-15,2021-06-25,6.881,17.229,11.574,6.602,6.602,5.325,6.602,1.682,20.02
Faridkot,2021,2021-06-15,2021-06-25,12.556,24.375,15.378,4.149,4.149,8.407,8.407,3.398,27.132
Fatehgarh Sahib,2021,2021-06-15,2021-06-25,10.324,58.496,30.015,10.324,10.324,9.144,10.324,1.976,50.016
Firozpur,2021,2021-06-15,2021-06-25,6.79,14.76,10.69,3.193,3.193,3.514,3.597,1.951,16.677
Gurdaspur,2021,2021-06-15,2021-06-25,14.541,32.487,21.088,11.018,11.072,7.357,11.018,3.959,31.697
Hoshiarpur,2021,2021-06-15,2021-06-25,10.429,25.462,24.964,8.148,8.317,5.454,8.159,2.97,27.804
Jalandhar,2021,2021-06-15,2021-06-25,7.261,26.527,39.58,3.602,3.602,3.028,3.659,2.556,33.443
Kapurthala,2021,2021-06-15,2021-06-25,5.316,23.604,48.44,2.292,2.292,2.521,3.022,1.758,34.248
Ludhiana,2021,2021-06-15,2021-06-25,12.624,41.024,25.169,10.154,10.154,9.057,10.154,2.355,35.365
Mansa,2021,2021-06-15,2021-06-25,5.654,26.73,13.251,5.264,5.264,5.175,5.264,0.77,29.017
Moga,2021,2021-06-15,2021-06-25,2.369,24.477,22.304,1.537,1.537,0.96,1.537,0.534,26.731
Muktsar,2021,2021-06-15,2021-06-25,10.93,36.437,9.623,6.824,6.824,4.526,6.824,4.148,36.895
Patiala,2021,2021-06-15,2021-06-25,5.253,38.579,26.696,5.116,5.145,3.725,5.116,1.624,35.044
Rupnagar,2021,2021-06-15,2021-06-25,35.794,26.974,13.415,30.93,31.082,18.7,31.062,12.877,24.165
Sahibzada Ajit Singh Nagar,2021,2021-06-15,2021-06-25,14.073,44.481,31.183,10.078,11.551,6.817,11.55,3.617,42.141
Sangrur,2021,2021-06-15,2021-06-25,4.727,19.587,16.107,3.574,3.574,3.523,3.574,1.313,19.267
Shahid Bhagat Singh Nagar,2021,2021-06-15,2021-06-25,18.514,38.453,15.23,16.079,16.079,10.151,16.079,6.35,33.281
Tarn Taran,2021,2021-06-15,2021-06-25,1.965,15.458,17.645,1.123,1.123,0.615,1.123,0.58,19.03
Amritsar,2021,2021-06-25,2021-07-05,35.871,2.25,16.526,20.233,20.233,15.638,20.233,13.42,8.281
Barnala,2021,2021-06-25,2021-07-05,1.766,3.542,12.885,0.573,0.573,1.193,1.193,0.494,5.619
Bathinda,2021,2021-06-25,2021-07-05,2.331,6.881,17.229,0.121,0.121,1.779,2.21,0.566,9.971
Faridkot,2021,2021-06-25,2021-07-05,0.947,12.556,24.375,0.191,0.191,0.48,0.756,0.296,17.252
Fatehgarh Sahib,2021,2021-06-25,2021-07-05,4.75,10.324,58.496,1.875,1.875,2.875,2.875,1.901,21.94
Firozpur,2021,2021-06-25,2021-07-05,9.802,6.79,14.76,1.865,1.865,7.736,7.937,1.671,9.753
Gurdaspur,2021,2021-06-25,2021-07-05,35.546,14.541,32.487,17.14,17.14,18.361,18.406,9.995,19.123
Hoshiarpur,2021,2021-06-25,2021-07-05,23.727,10.429,25.462,16.322,16.322,12.649,16.322,7.906,14.907
Jalandhar,2021,2021-06-25,2021-07-05,18.3,7.261,26.527,11.832,11.832,6.66,11.832,6.487,15.822
Kapurthala,2021,2021-06-25,2021-07-05,18.087,5.316,23.604,11.036,11.036,7.051,11.036,5.484,15.126
Ludhiana,2021,2021-06-25,2021-07-05,19.092,12.624,41.024,7.869,7.869,11.223,11.223,5.968,18.493
Mansa,2021,2021-06-25,2021-07-05,1.642,5.654,26.73,1.167,1.167,1.147,1.167,0.542,12.673
Moga,2021,2021-06-25,2021-07-05,7.763,2.369,24.477,2.354,2.354,5.307,5.409,2.184,10.571
Muktsar,2021,2021-06-25,2021-07-05,3.889,10.93,36.437,0.336,0.336,3.478,3.553,0.65,18.601
Patiala,2021,2021-06-25,2021-07-05,4.862,5.253,38.579,2.119,2.119,2.321,2.743,1.218,14.59
Rupnagar,2021,2021-06-25,2021-07-05,28.633,35.794,26.974,13.647,13.647,14.978,14.986,8.337,25.766
Sahibzada Ajit Singh Nagar,2021,2021-06-25,2021-07-05,8.186,14.073,44.481,5.027,5.027,3.659,5.027,3.203,22.294
Sangrur,2021,2021-06-25,2021-07-05,3.284,4.727,19.587,1.19,1.19,1.093,2.094,1.01,9.183
Shahid Bhagat Singh Nagar,2021,2021-06-25,2021-07-05,15.52,18.514,38.453,8.554,8.554,6.966,8.554,5.316,20.542
Tarn Taran,2021,2021-06-25,2021-07-05,22.547,1.965,15.458,20.209,20.209,10.567,20.209,9.222,7.744
Amritsar,2021,2021-07-05,2021-07-15,67.986,35.871,2.25,0.001,0.302,28.799,60.478,23.844,25.417
Barnala,2021,2021-07-05,2021-07-15,21.532,1.766,3.542,0.0,1.235,17.941,20.297,3.427,3.266
Bathinda,2021,2021-07-05,2021-07-15,15.898,2.331,6.881,0.0,0.0,11.574,15.882,4.745,5.693
Faridkot,2021,2021-07-05,2021-07-15,17.529,0.947,12.556,0.0,0.0,9.837,16.888,6.133,6.827
Fatehgarh Sahib,2021,2021-07-05,2021-07-15,50.431,4.75,10.324,0.0,2.251,34.676,47.753,13.168,11.042
Firozpur,2021,2021-07-05,2021-07-15,15.782,9.802,6.79,0.811,0.818,6.819,14.748,6.274,12.146
Gurdaspur,2021,2021-07-05,2021-07-15,93.94,35.546,14.541,5.968,15.441,35.579,75.059,30.309,30.219
Hoshiarpur,2021,2021-07-05,2021-07-15,67.905,23.727,10.429,1.55,4.019,40.789,57.291,11.939,18.35
Jalandhar,2021,2021-07-05,2021-07-15,75.869,18.3,7.261,0.856,3.562,60.86,71.916,11.388,16.308
Kapurthala,2021,2021-07-05,2021-07-15,93.338,18.087,5.316,1.814,4.657,55.974,85.927,20.491,16.279
Ludhiana,2021,2021-07-05,2021-07-15,53.73,19.092,12.624,0.011,2.808,41.108,50.624,10.9,19.958
Mansa,2021,2021-07-05,2021-07-15,11.592,1.642,5.654,0.0,0.189,6.137,11.403,5.321,5.346
Moga,2021,2021-07-05,2021-07-15,68.783,7.763,2.369,1.488,1.494,48.061,67.005,16.521,9.559
Muktsar,2021,2021-07-05,2021-07-15,5.973,3.889,10.93,0.012,0.012,3.343,5.781,2.382,10.176
Patiala,2021,2021-07-05,2021-07-15,53.08,4.862,5.253,0.0,3.474,25.788,49.595,22.891,8.468
Rupnagar,2021,2021-07-05,2021-07-15,64.28,28.633,35.794,5.543,12.484,25.344,48.979,14.639,28.088
Sahibzada Ajit Singh Nagar,2021,2021-07-05,2021-07-15,29.321,8.186,14.073,0.0,4.629,13.517,20.887,6.699,12.722
Sangrur,2021,2021-07-05,2021-07-15,34.791,3.284,4.727,0.0,4.325,17.395,30.466,11.319,5.67
Shahid Bhagat Singh Nagar,2021,2021-07-05,2021-07-15,45.992,15.52,18.514,2.619,3.206,25.82,40.796,13.732,16.922
Tarn Taran,2021,2021-07-05,2021-07-15,68.502,22.547,1.965,1.022,1.32,31.919,64.49,22.226,13.14
Amritsar,2021,2021-07-15,2021-07-25,57.131,67.986,35.871,0.715,1.998,36.516,55.726,19.786,67.146
